Conference	Year	Name	Authors	Citations	Publication	URL
Journal of Systems and Software	2011	Framework for evaluation and selection of the software packages: A hybrid knowledge based system approach	AS Jadhav, RM Sonar	55	Journal of Systems and Software 84 (8), 1394-1407	http://scholar.google.com/scholar?oi=bibs&cluster=1088883115217262561&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Desulfurization of diesel fuels by selective adsorption on activated carbons: Competitive adsorption of polycyclic aromatic sulfur heterocycles and polycyclic aromatic hydrocarbons	J Bu, G Loh, CG Gwie, S Dewiyanti, M Tasrif, A Borgna	54	Journal of Systems and Software 166 (1), 207-217	http://scholar.google.com/scholar?oi=bibs&cluster=7426214466424650062&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	DoS-resistant ID-based password authentication scheme using smart cards	MS Hwang, SK Chong, TY Chen	54	Journal of Systems and Software 83 (1), 163-172	http://scholar.google.com/scholar?oi=bibs&cluster=1984333317922544990&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2012	Efficient audit service outsourcing for data integrity in clouds	Y Zhu, H Hu, GJ Ahn, SS Yau	54	Journal of Systems and Software 85 (5), 1083-1095	http://scholar.google.com/scholar?oi=bibs&cluster=1409564591896678449&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	The Linux kernel as a case study in software evolution	A Israeli, DG Feitelson	54	Journal of Systems and Software 83 (3), 485-501	http://scholar.google.com/scholar?oi=bibs&cluster=13919951233498253059&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2012	A novel color image encryption algorithm based on DNA sequence operation and hyper-chaotic system	X Wei, L Guo, Q Zhang, J Zhang, S Lian	53	Journal of Systems and Software 85 (2), 290-299	http://scholar.google.com/scholar?oi=bibs&cluster=9747390566909653532&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Embedding capacity raising in reversible data hiding based on prediction of difference expansion	CF Lee, HL Chen, HK Tso	53	Journal of Systems and Software 83 (10), 1864-1872	http://scholar.google.com/scholar?oi=bibs&cluster=11917269164425866933&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Trapdoor security in a searchable public-key encryption scheme with a designated tester	HS Rhee, JH Park, W Susilo, DH Lee	53	Journal of Systems and Software 83 (5), 763-771	http://scholar.google.com/scholar?oi=bibs&cluster=12882317383851292926&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Software process improvement through the Lean Measurement (SPI-LEAM) method	K Petersen, C Wohlin	53	Journal of Systems and Software 83 (7), 1275-1287	http://scholar.google.com/scholar?oi=bibs&cluster=5000363877013753702&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Two robust remote user authentication protocols using smart cards	KH Yeh, C Su, NW Lo, Y Li, YX Hung	53	Journal of Systems and Software 83 (12), 2556-2565	http://scholar.google.com/scholar?oi=bibs&cluster=9541317008986511112&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2012	Obstacles to decision making in Agile software development teams	M Drury, K Conboy, K Power	52	Journal of Systems and Software 85 (6), 1239-1254	http://scholar.google.com/scholar?oi=bibs&cluster=14039359683017814661&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	On the ability of complexity metrics to predict fault-prone classes in object-oriented systems	Y Zhou, B Xu, H Leung	51	Journal of Systems and Software 83 (4), 660-674	http://scholar.google.com/scholar?oi=bibs&cluster=6221215608156021422&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Medical image security and EPR hiding using Shamir's secret sharing scheme	M Ulutas, G Ulutas, VV Nabiyev	51	Journal of Systems and Software 84 (3), 341-353	http://scholar.google.com/scholar?oi=bibs&cluster=2380805407729660631&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Measuring design complexity of semantic web ontologies	H Zhang, YF Li, HBK Tan	51	Journal of Systems and Software 83 (5), 803-814	http://scholar.google.com/scholar?oi=bibs&cluster=3571534862441261292&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Supported hydrophobic ionic liquid on nano-silica for adsorption of lead	ME Mahmoud, HM Al-Bishri	49	Journal of Systems and Software 166 (1), 157-167	http://scholar.google.com/scholar?oi=bibs&cluster=2795633352678018408&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2012	A Self-adaptive hierarchical monitoring mechanism for Clouds	G Katsaros, G Kousiouris, SV Gogouvitis, D Kyriazis, A Menychtas, ...	49	Journal of Systems and Software 85 (5), 1029-1041	http://scholar.google.com/scholar?oi=bibs&cluster=68232146420425503&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	From program verification to program synthesis.	S Srivastava, S Gulwani, JS Foster	143	POPL, 313-326	http://scholar.google.com/scholar?oi=bibs&cluster=16039727108643663507&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Automating string processing in spreadsheets using input-output examples.	S Gulwani	132	POPL, 317-330	http://scholar.google.com/scholar?oi=bibs&cluster=1055217135215203995&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Compositional may-must program analysis: unleashing the power of alternation.	P Godefroid, AV Nori, SK Rajamani, SD Tetali	128	POPL, 43-56	http://scholar.google.com/scholar?oi=bibs&cluster=9996837082790810471&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	An executable formal semantics of C with applications.	C Ellison, G Rosu	115	POPL, 533-544	http://scholar.google.com/scholar?oi=bibs&cluster=4560368032922563724&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Pick your contexts well: understanding object-sensitivity.	Y Smaragdakis, M Bravenboer, O Lhotk	105	POPL, 17-30	http://scholar.google.com/scholar?oi=bibs&cluster=11625361865275206900&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	A compiler and run-time system for network programming languages.	C Monsanto, N Foster, R Harrison, D Walker	99	POPL, 217-230	http://scholar.google.com/scholar?oi=bibs&cluster=13105691197251751392&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Modular verification of security protocol code by typing.	K Bhargavan, C Fournet, AD Gordon	97	POPL, 445-456	http://scholar.google.com/scholar?oi=bibs&cluster=17846758549864669128&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Mathematizing C++ concurrency.	M Batty, S Owens, S Sarkar, P Sewell, T Weber	89	POPL, 55-66	http://scholar.google.com/scholar?oi=bibs&cluster=8091597889904107885&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Abstraction-guided synthesis of synchronization.	MT Vechev, E Yahav, G Yorsh	83	POPL, 327-338	http://scholar.google.com/scholar?oi=bibs&cluster=15412608299255541482&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Dynamic multirole session types.	PM Denilou, N Yoshida	81	POPL, 435-446	http://scholar.google.com/scholar?oi=bibs&cluster=9117199750154271528&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	On the verification problem for weak memory models.	MF Atig, A Bouajjani, S Burckhardt, M Musuvathi	75	POPL, 7-18	http://scholar.google.com/scholar?oi=bibs&cluster=5281432491566412233&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Multivariate amortized resource analysis.	J Hoffmann, K Aehlig, M Hofmann	75	POPL, 357-370	http://scholar.google.com/scholar?oi=bibs&cluster=3834360302411753421&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	A parametric segmentation functor for fully automatic and scalable array content analysis.	P Cousot, R Cousot, F Logozzo	74	POPL, 105-118	http://scholar.google.com/scholar?oi=bibs&cluster=18397923829376034884&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Delay-bounded scheduling.	M Emmi, S Qadeer, Z Rakamaric	73	POPL, 411-422	http://scholar.google.com/scholar?oi=bibs&cluster=13685397623832232278&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Laws of order: expensive synchronization in concurrent algorithms cannot be eliminated.	H Attiya, R Guerraoui, D Hendler, P Kuznetsov, MM Michael, MT Vechev	72	POPL, 487-498	http://scholar.google.com/scholar?oi=bibs&cluster=8885262577332811012&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	Formalizing the LLVM intermediate representation for verified program transformations.	J Zhao, S Nagarakatte, MMK Martin, S Zdancewic	71	POPL, 427-440	http://scholar.google.com/scholar?oi=bibs&cluster=13634394516224154819&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Automatic numeric abstractions for heap-manipulating programs.	S Magill, MH Tsai, P Lee, YK Tsay	69	POPL, 211-222	http://scholar.google.com/scholar?oi=bibs&cluster=6415052401312100780&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Continuity analysis of programs.	S Chaudhuri, S Gulwani, R Lublinerman	69	POPL, 57-70	http://scholar.google.com/scholar?oi=bibs&cluster=12200691627159729390&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Safe nondeterminism in a deterministic-by-default parallel language.	RL Bocchino Jr, S Heumann, N Honarmand, SV Adve, VS Adve, A Welc, ...	68	POPL, 535-548	http://scholar.google.com/scholar?oi=bibs&cluster=16454356247764688588&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Modular session types for distributed object-oriented programming.	SJ Gay, VT Vasconcelos, A Ravara, N Gesbert, AZ Caldeira	68	POPL, 299-312	http://scholar.google.com/scholar?oi=bibs&cluster=3351893613297323573&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Symmetric lenses.	M Hofmann, BC Pierce, D Wagner	67	POPL, 371-384	http://scholar.google.com/scholar?oi=bibs&cluster=15169506943058886815&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Static determination of quantitative resource usage for higher-order programs.	S Jost, K Hammond, HW Loidl, M Hofmann	66	POPL, 223-236	http://scholar.google.com/scholar?oi=bibs&cluster=13696927942394513253&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Decision procedures for algebraic data types with abstractions.	P Suter, M Dotta, V Kuncak	66	POPL, 199-210	http://scholar.google.com/scholar?oi=bibs&cluster=6316291368852618176&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Loop transformations: convexity, pruning and optimization.	LN Pouchet, U Bondhugula, C Bastoul, A Cohen, J Ramanujam, ...	66	POPL, 549-562	http://scholar.google.com/scholar?oi=bibs&cluster=12894773044105756897&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	Multiple facets for dynamic information flow.	TH Austin, C Flanagan	66	POPL, 165-178	http://scholar.google.com/scholar?oi=bibs&cluster=13673108492513302749&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	A verified compiler for an impure functional language.	A Chlipala	65	POPL, 93-106	http://scholar.google.com/scholar?oi=bibs&cluster=18362184737617622536&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Blame for all.	A Ahmed, RB Findler, JG Siek, P Wadler	65	POPL, 201-214	http://scholar.google.com/scholar?oi=bibs&cluster=952473178210459679&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Relaxed-memory concurrency and verified compilation.	J Sevck, V Vafeiadis, FZ Nardelli, S Jagannathan, P Sewell	60	POPL, 43-54	http://scholar.google.com/scholar?oi=bibs&cluster=675308190094611079&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2013	Views: compositional reasoning for concurrent programs.	T Dinsdale-Young, L Birkedal, P Gardner, MJ Parkinson, H Yang	59	POPL, 287-300	http://scholar.google.com/scholar?oi=bibs&cluster=10210047891140468049&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Predicate abstraction and refinement for verifying multi-threaded programs.	A Gupta, C Popeea, A Rybalchenko	58	POPL, 331-344	http://scholar.google.com/scholar?oi=bibs&cluster=16928835551162077985&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Integrating typed and untyped code in a scripting language.	T Wrigstad, FZ Nardelli, S Lebresne, J stlund, J Vitek	58	POPL, 377-388	http://scholar.google.com/scholar?oi=bibs&cluster=6936117100877139043&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Verifying higher-order functional programs with pattern-matching algebraic data types.	CHL Ong, SJ Ramsay	57	POPL, 587-598	http://scholar.google.com/scholar?oi=bibs&cluster=4738727442257234867&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Nested interpolants.	M Heizmann, J Hoenicke, A Podelski	55	POPL, 471-482	http://scholar.google.com/scholar?oi=bibs&cluster=16724922702805262598&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	Probabilistic relational reasoning for differential privacy.	G Barthe, B Kpf, F Olmedo, SZ Bguelin	54	POPL, 97-110	http://scholar.google.com/scholar?oi=bibs&cluster=11121075075285210819&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Vector addition system reachability problem: a short self-contained proof.	J Leroux	53	POPL, 307-316	http://scholar.google.com/scholar?oi=bibs&cluster=13789693555819092865&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Expressive modular fine-grained concurrency specification.	B Jacobs, F Piessens	53	POPL, 271-282	http://scholar.google.com/scholar?oi=bibs&cluster=10690407581581560871&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Structuring the verification of heap-manipulating programs.	A Nanevski, V Vafeiadis, J Berdine	52	POPL, 261-274	http://scholar.google.com/scholar?oi=bibs&cluster=5541185358025857723&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Decidable logics combining heap structures and data.	P Madhusudan, G Parlato, X Qiu	52	POPL, 611-622	http://scholar.google.com/scholar?oi=bibs&cluster=18348717804400498199&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	Towards a program logic for JavaScript.	P Gardner, S Maffeis, GD Smith	52	POPL, 31-44	http://scholar.google.com/scholar?oi=bibs&cluster=14606695524940361243&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2013	Optimizing data structures in high-level programs: new directions for extensible compilers based on staging.	T Rompf, AK Sujeeth, N Amin, KJ Brown, V Jovanovic, HJ Lee, ...	50	POPL, 497-510	http://scholar.google.com/scholar?oi=bibs&cluster=6289983420316593898&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2013	Checking NFA equivalence with bisimulations up to congruence.	F Bonchi, D Pous	50	POPL, 457-468	http://scholar.google.com/scholar?oi=bibs&cluster=13293612592310580225&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	Points-to analysis with efficient strong updates.	O Lhotk, KCA Chung	50	POPL, 3-16	http://scholar.google.com/scholar?oi=bibs&cluster=4808486665423842434&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2011	The tree width of auxiliary storage.	P Madhusudan, G Parlato	50	POPL, 283-294	http://scholar.google.com/scholar?oi=bibs&cluster=6067396951670269377&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Verified just-in-time compiler on x86.	MO Myreen	49	POPL, 107-118	http://scholar.google.com/scholar?oi=bibs&cluster=14594264267526910561&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2014	NetkAT: semantic foundations for networks.	CJ Anderson, N Foster, A Guha, JB Jeannin, D Kozen, C Schlesinger, ...	48	POPL, 113-126	http://scholar.google.com/scholar?oi=bibs&cluster=10227200717624783898&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2012	Deciding choreography realizability.	S Basu, T Bultan, M Ouederni	48	POPL, 191-202	http://scholar.google.com/scholar?oi=bibs&cluster=7672242339874308283&btnI=1&nossl=1&hl=en&oe=ASCII
ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages (POPL)	2010	Threesomes, with and without blame.	JG Siek, P Wadler	48	POPL, 365-376	http://scholar.google.com/scholar?oi=bibs&cluster=9716732156875099302&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Seven process modeling guidelines (7PMG)	J Mendling, HA Reijers, WMP van der Aalst	351	Information and Software Technology 52 (2), 127-136	http://scholar.google.com/scholar?oi=bibs&cluster=16125104390634194728&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Does the technology acceptance model predict actual use? A systematic literature review	M Turner, B Kitchenham, P Brereton, S Charters, D Budgen	189	Information and Software Technology 52 (5), 463-479	http://scholar.google.com/scholar?oi=bibs&cluster=5564301797652352464&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	A teamwork model for understanding an agile team: A case study of a Scrum project	NB Moe, T Dingsyr, T Dyb	151	Information and Software Technology 52 (5), 480-491	http://scholar.google.com/scholar?oi=bibs&cluster=333661691435106684&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Software product line testingA systematic mapping study	E Engstrm, P Runeson	147	Information and Software Technology 53 (1), 2-13	http://scholar.google.com/scholar?oi=bibs&cluster=6297632412071126865&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Systematic literature reviews in software engineeringA tertiary study	B Kitchenham, R Pretorius, D Budgen, OP Brereton, M Turner, M Niazi, ...	145	Information and Software Technology 52 (8), 792-805	http://scholar.google.com/scholar?oi=bibs&cluster=8543740193074692352&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	A systematic review on regression test selection techniques	E Engstrm, P Runeson, M Skoglund	112	Information and Software Technology 52 (1), 14-30	http://scholar.google.com/scholar?oi=bibs&cluster=10138339993546164038&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Usability evaluation methods for the web: A systematic mapping study	A Fernandez, E Insfran, S Abraho	107	Information and Software Technology 53 (8), 789-817	http://scholar.google.com/scholar?oi=bibs&cluster=4972890392428240262&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Using mapping studies as the basis for further researchA participant-observer case study	BA Kitchenham, D Budgen, OP Brereton	106	Information and Software Technology 53 (6), 638-651	http://scholar.google.com/scholar?oi=bibs&cluster=785208108783246535&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Research synthesis in software engineering: A tertiary study	DS Cruzes, T Dyb	103	Information and Software Technology 53 (5), 440-455	http://scholar.google.com/scholar?oi=bibs&cluster=9541831491836623240&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	A systematic review of evaluation of variability management approaches in software product lines	L Chen, MA Babar	102	Information and Software Technology 53 (4), 344-362	http://scholar.google.com/scholar?oi=bibs&cluster=17497173985574799972&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	A systematic review on strategic release planning models	M Svahnberg, T Gorschek, R Feldt, R Torkar, SB Saleem, MU Shafique	97	Information and Software Technology 52 (3), 237-248	http://scholar.google.com/scholar?oi=bibs&cluster=5892137419194380024&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	A systematic mapping study of software product lines testing	PAMS Neto, I do Carmo Machado, JD McGregor, ES de Almeida, ...	95	Information and Software Technology 53 (5), 407-423	http://scholar.google.com/scholar?oi=bibs&cluster=7354973707773603923&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Bug localization using latent Dirichlet allocation	SK Lukins, NA Kraft, LH Etzkorn	94	Information and Software Technology 52 (9), 972-990	http://scholar.google.com/scholar?oi=bibs&cluster=17558175859840935212&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Agile methods rapidly replacing traditional methods at Nokia: A survey of opinions on agile transformation	M Laanti, O Salo, P Abrahamsson	89	Information and Software Technology 53 (3), 276-290	http://scholar.google.com/scholar?oi=bibs&cluster=6103205263011018060&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	The agile requirements refinery: Applying SCRUM principles to software product management	K Vlaanderen, S Jansen, S Brinkkemper, E Jaspers	89	Information and Software Technology 53 (1), 58-70	http://scholar.google.com/scholar?oi=bibs&cluster=7656473990144381374&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Adoption of open source software in software-intensive organizationsA systematic literature review	 Hauge, C Ayala, R Conradi	86	Information and Software Technology 52 (11), 1133-1154	http://scholar.google.com/scholar?oi=bibs&cluster=17616676815628841851&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	The relationship between organizational culture and the deployment of agile methods	J Iivari, N Iivari	82	Information and Software Technology 53 (5), 509-520	http://scholar.google.com/scholar?oi=bibs&cluster=1697368299567943386&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	The situational factors that affect the software development process: Towards a comprehensive reference framework	P Clarke, RV OConnor	79	Information and Software Technology 54 (5), 433-447	http://scholar.google.com/scholar?oi=bibs&cluster=6210718599680579420&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Requirements for product derivation support: Results from a systematic literature review and an expert survey	R Rabiser, P Grnbacher, D Dhungana	76	Information and Software Technology 52 (3), 324-346	http://scholar.google.com/scholar?oi=bibs&cluster=13217717998126606548&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Modeling process-related RBAC models with extended UML activity models	M Strembeck, J Mendling	76	Information and Software Technology 53 (5), 456-483	http://scholar.google.com/scholar?oi=bibs&cluster=11354095064424541827&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Characterizing software architecture changes: A systematic review	BJ Williams, JC Carver	73	Information and Software Technology 52 (1), 31-51	http://scholar.google.com/scholar?oi=bibs&cluster=1873055280748799035&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	Business process model repositoriesFramework and survey	Z Yan, R Dijkman, P Grefen	72	Information and Software Technology 54 (4), 380-395	http://scholar.google.com/scholar?oi=bibs&cluster=3806065848680537303&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	An object-oriented high-level design-based class cohesion metric	J Al Dallal, LC Briand	68	Information and Software Technology 52 (12), 1346-1361	http://scholar.google.com/scholar?oi=bibs&cluster=16920862646980595401&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	GA-based method for feature selection and parameters optimization for machine learning regression applied to software effort estimation	ALI Oliveira, PL Braga, RMF Lima, ML Cornlio	67	Information and Software Technology 52 (11), 1155-1166	http://scholar.google.com/scholar?oi=bibs&cluster=2243603856441274041&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Identifying relevant studies in software engineering	H Zhang, MA Babar, P Tell	67	Information and Software Technology 53 (6), 625-637	http://scholar.google.com/scholar?oi=bibs&cluster=6758563424829068193&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	A systematic review of software architecture evolution research	HP Breivold, I Crnkovic, M Larsson	65	Information and Software Technology 54 (1), 16-40	http://scholar.google.com/scholar?oi=bibs&cluster=1619127539410545613&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Barriers in the selection of offshore software development outsourcing vendors: An exploratory study using a systematic literature review	SU Khan, M Niazi, R Ahmad	59	Information and Software Technology 53 (7), 693-706	http://scholar.google.com/scholar?oi=bibs&cluster=2699473345662356612&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Analysis of virtual communities supporting OSS projects using social network analysis	SL Toral, MR Martnez-Torres, F Barrero	57	Information and Software Technology 52 (3), 296-303	http://scholar.google.com/scholar?oi=bibs&cluster=293856651939510333&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Requirements engineering for software product lines: A systematic literature review	V Alves, N Niu, C Alves, G Valena	57	Information and Software Technology 52 (8), 806-820	http://scholar.google.com/scholar?oi=bibs&cluster=9806840673433648120&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	The impact of inadequate customer collaboration on self-organizing Agile teams	R Hoda, J Noble, S Marshall	56	Information and Software Technology 53 (5), 521-534	http://scholar.google.com/scholar?oi=bibs&cluster=11770531423504568887&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	Systematic literature review of machine learning based software development effort estimation models	J Wen, S Li, Z Lin, Y Hu, C Huang	55	Information and Software Technology 54 (1), 41-59	http://scholar.google.com/scholar?oi=bibs&cluster=13194848204925514356&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Measuring and predicting software productivity: A systematic map and review	K Petersen	55	Information and Software Technology 53 (4), 317-343	http://scholar.google.com/scholar?oi=bibs&cluster=1796415091657748615&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	The maturity of maturity model research: A systematic mapping study	R Wendler	53	Information and Software Technology 54 (12), 1317-1339	http://scholar.google.com/scholar?oi=bibs&cluster=16950932350525735470&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Process models in the practice of distributed software development: A systematic review of the literature	R Prikladnicki, JLN Audy	51	Information and Software Technology 52 (8), 779-791	http://scholar.google.com/scholar?oi=bibs&cluster=11634330361295512210&btnI=1&nossl=1&hl=en&oe=ASCII
