Conference	Year	Name	Authors	Citations	Publication	URL
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	When simulation meets antichains: on checking language inclusion of nondeterministic finite (tree) automata	PA Abdulla, YF Chen, L Holk, R Mayr, T Vojnar	54	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=4319770312233199876&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Satisfiability modulo the theory of costs: foundations and applications	A Cimatti, A Franzn, A Griggio, R Sebastiani, C Stenico	52	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=7611435747689608547&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	STRANGER: an automata-based string analysis tool for PHP	F Yu, M Alkhalaf, T Bultan	51	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=6522820254225719706&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Trace-Based symbolic analysis for atomicity violations	C Wang, R Limaye, M Ganai, A Gupta	50	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=12352965182747324052&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Statistical measurement of information leakage	K Chatzikokolakis, T Chothia, A Guha	48	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=8393671665982348928&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	The AVANTSSAR platform for the automated validation of trust and security of service-oriented architectures	A Armando, W Arsac, T Avanesov, M Barletta, A Calvi, A Cappai, ...	47	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=3244535934500604281&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	On weak modal compatibility, refinement, and the MIO workbench	SS Bauer, P Mayer, A Schroeder, R Hennicker	45	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=17819621962140128807&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2011	Sound and Complete Monitoring of Sequential Consistency for Relaxed Memory Models.	J Burnim, K Sen, C Stergiou	40	TACAS, 11-25	http://scholar.google.com/scholar?oi=bibs&cluster=5077649753097453990&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2013	An overview of the mCRL2 toolset and its recent advances	S Cranen, JF Groote, JJA Keiren, FPM Stappers, EP de Vink, ...	40	Proceedings of the 19th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=4689638081567395278&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2013	AppGuard: enforcing user requirements on android apps	M Backes, S Gerling, C Hammer, M Maffei, P von Styp-Rekowsky	40	Proceedings of the 19th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=16485794135020230748&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Antichain algorithms for finite automata	L Doyen, JF Raskin	40	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=2321325567953074070&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	A platform for high performance statistical model checking---PLASMA	C Jegourel, A Legay, S Sedwards	39	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=2722808481666873457&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	LTL to bchi automata translation: fast and more deterministic	T Babiak, M Ketnsk, V ehk, J Strejek	38	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=3467145237643216617&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2011	Unbeast: Symbolic Bounded Synthesis.	R Ehlers	38	TACAS, 272-275	http://scholar.google.com/scholar?oi=bibs&cluster=3921385880793477204&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	Modeling and verification of a dual chamber implantable pacemaker	Z Jiang, M Pajic, S Moarref, R Alur, R Mangharam	37	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=9656950561736747277&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Ranking function synthesis for bit-vector relations	B Cook, D Kroening, P Rmmer, CM Wintersteiger	37	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=17314217747290094608&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	HSF (C): a software verifier based on horn clauses	S Grebenshchikov, A Gupta, NP Lopes, C Popeea, A Rybalchenko	36	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=12132651918546165538&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2014	Status Report on Software Verification-(Competition Summary SV-COMP 2014).	D Beyer	35	TACAS, 373-388	http://scholar.google.com/scholar?oi=bibs&cluster=1252403193499925790&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2011	Quantitative Multi-objective Verification for Probabilistic Systems.	V Forejt, MZ Kwiatkowska, G Norman, D Parker, H Qu	35	TACAS, 112-127	http://scholar.google.com/scholar?oi=bibs&cluster=14832762889971113608&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Computing the leakage of information-hiding systems	ME Andrs, C Palamidessi, P van Rossum, G Smith	35	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=14979015425103675796&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2013	Ramsey vs. lexicographic termination proving	B Cook, A See, F Zuleger	35	Proceedings of the 19th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=3667464996663918946&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	Automatic verification of competitive stochastic systems	T Chen, V Forejt, M Kwiatkowska, D Parker, A Simaitis	33	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=16014760368241873393&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Mutation-driven generation of unit tests and oracles	G Fraser, A Zeller	157	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=11224919882135286018&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Are automated debugging techniques actually helping programmers?	C Parnin, A Orso	132	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=17278179178396840794&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Automated fixing of programs with contracts	Y Wei, Y Pei, CA Furia, LS Silva, S Buchholz, B Meyer, A Zeller	123	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=8947606480189065615&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Generating test cases for specification mining	V Dallmeier, N Knopp, C Mallon, S Hack, A Zeller	85	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=766627149584677521&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Directed test generation for effective fault localization	S Artzi, J Dolby, F Tip, M Pistoia	76	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=16792917171439925757&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Saving the world wide web from vulnerable JavaScript	S Guarnieri, M Pistoia, O Tripp, J Dolby, S Teilhet, R Berg	74	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=9072121291253722509&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Parallel symbolic execution for structural test generation	M Staats, C Psreanu	72	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=7854817506021081947&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Combined static and dynamic automated test generation	S Zhang, D Saff, Y Bu, MD Ernst	67	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=13185849337662072934&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Causal inference for statistical fault localization	GK Baah, A Podgurski, MJ Harrold	56	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=12955024322599676356&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Formal analysis of the effectiveness and predictability of random testing	A Arcuri, MZ Iqbal, L Briand	51	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=2588101509781035601&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Automatic partial loop summarization in dynamic test generation	P Godefroid, D Luchaup	49	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=14303967115895057066&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2012	Search-based system testing: high coverage, no false alarms	F Gross, G Fraser, A Zeller	48	Proceedings of the 2012 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=10736286405711482584&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Learning from 6,000 projects: lightweight cross-project anomaly detection	N Gruska, A Wasylkowski, A Zeller	46	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=12837257189066413660&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Analysis of invariants for efficient bounded verification	JP Galeotti, N Rosner, CG Lpez Pombo, MF Frias	45	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=519349558463284258&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Symbolic execution with mixed concrete-symbolic solving	CS Psreanu, N Rungta, W Visser	45	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=12849824795455724014&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Adaptive random testing: an illusion of effectiveness?	A Arcuri, L Briand	45	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=10772071023963297000&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	The Google FindBugs fixit	N Ayewah, W Pugh	45	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=8226665990907300823&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	Exploiting program dependencies for scalable multiple-path symbolic execution	R Santelices, MJ Harrold	43	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=4707705156865522462&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2010	OCAT: object capture-based automated testing	H Jaygarl, S Kim, T Xie, CK Chang	41	Proceedings of the 19th international symposium on Software testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=5645871443217658240&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	eXpress: guided path exploration for efficient regression test generation	K Taneja, T Xie, N Tillmann, J de Halleux	40	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=1830159062261868593&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	Minimizing reproduction of software failures	M Burger, A Zeller	37	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=13814102402886360720&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2012	Remedying the eval that men do	SH Jensen, PA Jonsson, A Mller	37	Proceedings of the 2012 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=15074668375047994484&btnI=1&nossl=1&hl=en&oe=ASCII
International Symposium on Software Testing and Analysis	2011	On the influence of multiple faults on coverage-based fault localization	N DiGiuseppe, JA Jones	36	Proceedings of the 2011 International Symposium on Software Testing and ...	http://scholar.google.com/scholar?oi=bibs&cluster=9854934637405824518&btnI=1&nossl=1&hl=en&oe=ASCII
